Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Bill Diviney,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.5,2.7,2.6,2.5,2.4
Joel Prakken,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.6,3.0,2.7,2.5,2.4,2.4
Yinuo Zhang,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.3,2.7,2.5,2.4,2.3
Maira Trimble,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.1,3.0,2.9,3.8,3.1,2.7,2.5,2.4
Jan Hatzius,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.2,2.7,2.5,2.3,2.3
Brendon Ogmundson,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.2,2.8,2.5,2.4,2.3
Ryan Sweet,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,3.0,2.8,2.7,3.3,2.9,2.7,2.5,2.4
Scott Anderson,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.5,2.6,2.5,3.0,2.5,2.6,2.6,2.5
Sacha Gelfer,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.1,2.3,2.5,2.4,2.6,2.8,2.5,2.4,2.3,2.2
"Gary L. Ciminero, CFA",Oct 14 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.5,2.4,2.3,2.2,2.2
Chris Varvares,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.8,2.6,3.5,2.8,2.5,2.4,2.3
Joel L. Naroff,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.5,2.7,2.4,2.3,2.3,2.2
Michael Roberts,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.2,2.9,2.7,2.6,2.4
"Perc Pineda, Ph.D.",Oct 14 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.5,2.4,2.3,3.2,2.6,2.4,2.3,2.2
Michael R. Englund,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.4,3.3,3.2,3.1,3.0,3.5,3.2,3.0,2.9,2.8
Robert McNab,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.6,2.9,2.7,2.5,2.3
Ed Al-Hussainy,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.7,2.5,2.4,2.3
Steve Kihm,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.0,2.7,2.5,2.4,2.4
Philip Rothman,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,2.9,2.7,3.5,3.0,2.8,2.6,2.5
Jay Bryson,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.3,3.0,2.8,2.5,2.3
Shan Ahmed,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.7,2.5,2.4,2.3
Peter Bernstein,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.6,2.5
Jordan Vickers,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.8,2.5,2.3,2.2
Dan Roberts,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.6,3.0,2.8,2.7,2.6
Robert J. Barbera,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.5,2.6,3.3,2.8,2.5,2.4,2.3
Charles Steindel,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.5,2.4,2.3,2.1
Yaniv Konchitchki,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.5,2.4,2.6,3.8,2.7,2.5,2.4,2.3
Rajeev Dhawan,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.6,2.4,2.5,2.3,2.2,3.1,2.4,2.3,2.2,2.1
Michael Brown,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.8,3.0,3.2,3.1,3.0,3.1,3.0,2.8,2.7,2.6
Edward Sullivan,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.7,2.5,2.4,2.3
Doug Porter,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.5,2.4,3.2,2.6,2.5,2.4,2.4
Mark Zandi,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.1,2.8,2.5,2.4,2.3
Thomas Lam,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.8,2.5,2.4,2.3,2.3,3.1,2.6,2.4,2.3,2.3
William Adams,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.4,2.9,2.6,2.4,2.3
Alexander Spitz,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.7,2.5,2.3,2.2
Ralph M. Monaco,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.6,2.7,2.5,2.4,2.3,3.0,2.5,2.4,2.3,2.2
Daniil Manaenkov,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.5,2.9,2.6,2.5,2.4
Lu Yu,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.5,2.4,2.3,2.3,2.2,3.1,2.3,2.2,2.2,2.1
Grant Collins,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.8,2.7,2.6,3.4,2.8,2.6,2.5,2.4
James Glassman,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.8,2.5,2.4,2.3
Allen Sinai,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.4,2.6,2.3,2.2,2.2
"Christine Chmura, Ph.D.",Oct 14 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.2,2.6,2.4,2.3,2.3
"Sean M. Snaith, Ph.D.",Oct 14 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.3,2.6,2.5,2.4,2.4
Gabriel Ehrlich,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.4,2.3,2.2,2.3,2.4,3.1,2.3,2.3,2.3,2.3
Jason Prole,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.8,3.6,3.4,3.2,3.1,3.6,3.3,3.0,2.8,2.5
Brian Martin,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.4,3.3,3.1,3.0,3.6,3.2,3.0,2.8,2.7
Stephen Stanley,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.5,3.5,3.0,2.7,2.5,2.4
Lawrence Werther,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.4,2.5,2.3,2.1,2.0,3.2,2.3,2.1,2.0,2.0
Tani Fukui,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.7,2.8,2.5,2.3,2.2
Anthony Metz,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.5,2.3,3.5,2.8,2.5,2.3,2.2
Wayne Best,Oct 14 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.3,2.2,3.1,2.5,2.3,2.1,2.0
Susan M. Sterne,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.3,2.7,2.5,2.4,2.4
Jeffrey Baldwin,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,3.0,2.9,2.8,3.4,3.0,2.7,2.5,2.4
"Xiaobing Shuai, Ph.D.",Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.8,2.5,2.4,2.3
Michael Feroli,Oct 14 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,3.0,2.9,2.8,3.4,2.9,2.8,2.7,2.6
