Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Bill Diviney,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.6,2.5,2.4,3.4,2.7,2.5,2.4,2.3
Joel Prakken,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.6,2.5,2.5
Yinuo Zhang,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.2,3.0,2.7,2.5,2.3
Maira Trimble,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.2,3.0,2.4,2.3,2.3,2.2
Jan Hatzius,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.6,2.5,2.4
Brendon Ogmundson,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.4,3.0,2.8,2.7,2.6
Ryan Sweet,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.5,2.6,2.4,2.3,2.2,3.2,2.5,2.3,2.2,2.1
Scott Anderson,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.4,2.3,2.2,2.2,2.1,3.0,2.3,2.2,2.1,2.0
Sacha Gelfer,Oct 11 2024,2024 Q4,CPI Inflation Rate,1.9,2.2,2.4,2.3,2.1,2.1,2.3,2.4,2.3,2.2
"Gary L. Ciminero, CFA",Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.7,2.5,2.5
Chris Varvares,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.8,3.6,3.4,3.3,3.2,4.1,3.5,3.2,3.0,2.9
Joel L. Naroff,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.6,2.5,2.4,3.7,2.8,2.5,2.5,2.4
Michael Roberts,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.7,3.7,3.1,2.9,2.7,2.5
"Perc Pineda, Ph.D.",Oct 11 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.0,2.6,2.5,2.4,2.4
Michael R. Englund,Oct 11 2024,2024 Q4,CPI Inflation Rate,1.9,2.1,2.3,2.4,2.2,3.2,2.3,2.2,2.1,2.0
Robert McNab,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.6,2.5,2.4,3.2,2.6,2.4,2.3,2.3
Ed Al-Hussainy,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.8,2.6,2.5,2.4
Steve Kihm,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.5,2.4,2.3,3.1,2.5,2.4,2.3,2.2
Philip Rothman,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.6,3.0,2.8,2.7,2.6
Jay Bryson,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.3,2.7,2.4,2.2,2.1,2.0
Shan Ahmed,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.8,2.7,2.6,3.5,2.8,2.5,2.4,2.3
Peter Bernstein,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.7,2.5,2.4,2.3
Jordan Vickers,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.3,2.8,2.5,2.4,2.3
Dan Roberts,Oct 11 2024,2024 Q4,CPI Inflation Rate,2.3,2.5,2.6,2.4,2.2,3.1,2.4,2.3,2.2,2.1
Robert J. Barbera,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.5,2.9,2.6,2.5,2.5
Charles Steindel,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.4,3.0,2.7,2.5,2.5
Yaniv Konchitchki,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.8,3.5,2.9,2.8,2.7,2.6
Rajeev Dhawan,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.2,2.7,2.5,2.4,2.3
Michael Brown,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.7,2.5
Edward Sullivan,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,3.0,2.9,2.8,3.5,3.0,2.7,2.5,2.3
Doug Porter,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.8,2.7,3.4,2.9,2.6,2.5,2.5
Mark Zandi,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.4,3.1,2.8,2.5,2.3,3.2,2.7,2.4,2.3,2.2
Thomas Lam,Oct 11 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.4,2.5,2.3,2.2,2.2
