Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Bill Diviney,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.3,2.9,2.7,2.5,2.4
Joel Prakken,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.4,2.7,2.5,2.3,2.2
Yinuo Zhang,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.5,2.4,3.5,2.6,2.4,2.3,2.3
Maira Trimble,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.2,2.9,2.7,2.5,2.3
Jan Hatzius,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.5,3.4,3.3,3.2,3.1,3.6,3.3,3.1,3.0,2.9
Brendon Ogmundson,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.8,2.9,3.0,3.1,3.0,3.2,2.9,2.8,2.7,2.6
Ryan Sweet,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.4,3.0,2.6,2.5,2.5
Scott Anderson,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.3,3.0,2.8,2.7,2.5
Sacha Gelfer,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.3,2.5,2.4,2.3,2.2,3.1,2.4,2.3,2.2,2.2
"Gary L. Ciminero, CFA",Oct 24 2024,2024 Q4,CPI Inflation Rate,2.4,2.3,2.5,2.6,2.4,3.2,2.5,2.4,2.3,2.2
Chris Varvares,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,2.9,2.6,2.4,2.3
Joel L. Naroff,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.5,2.8,2.6,2.5,2.4
Michael Roberts,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.6,2.7,2.5,2.3,2.2
"Perc Pineda, Ph.D.",Oct 24 2024,2024 Q4,CPI Inflation Rate,2.1,2.3,2.4,2.5,2.6,2.2,2.5,2.6,2.7,2.8
Michael R. Englund,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.4,2.9,2.5,2.3,2.2
Robert McNab,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.6,2.9,2.5,2.4,2.3
Ed Al-Hussainy,Oct 24 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.6,2.7,2.7,3.4,2.7,2.5,2.4,2.4
Steve Kihm,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.7,2.5,3.5,2.8,2.6,2.4,2.2
Philip Rothman,Oct 24 2024,2024 Q4,CPI Inflation Rate,0.8,0.7,0.7,0.6,0.6,3.2,2.7,2.5,2.3,2.2
Jay Bryson,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.3,3.0,2.8,2.6,2.5
Shan Ahmed,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.7,2.6,2.5,3.2,2.7,2.5,2.4,2.3
Peter Bernstein,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.8,2.7,2.5,2.4
Jordan Vickers,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.7,2.6,3.5,2.8,2.5,2.3,2.2
Dan Roberts,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.8,2.7,3.4,2.9,2.5,2.3,2.2
Robert J. Barbera,Oct 24 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.7,2.6
