Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Bill Diviney,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Joel Prakken,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Yinuo Zhang,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Maira Trimble,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Jan Hatzius,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Brendon Ogmundson,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.3,2.1
Ryan Sweet,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Scott Anderson,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.3,2.1
Sacha Gelfer,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
"Gary L. Ciminero, CFA",Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Chris Varvares,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Joel L. Naroff,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Michael Roberts,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
"Perc Pineda, Ph.D.",Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Michael R. Englund,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.3,2.1
Robert McNab,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Ed Al-Hussainy,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Steve Kihm,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Philip Rothman,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Jay Bryson,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Shan Ahmed,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.3,2.1
Peter Bernstein,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Jordan Vickers,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Dan Roberts,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Robert J. Barbera,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Charles Steindel,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Yaniv Konchitchki,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Rajeev Dhawan,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Michael Brown,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Edward Sullivan,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Doug Porter,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Mark Zandi,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Thomas Lam,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
William Adams,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Alexander Spitz,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Ralph M. Monaco,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Daniil Manaenkov,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.2
Lu Yu,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Grant Collins,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.3,2.1
James Glassman,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Allen Sinai,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
"Christine Chmura, Ph.D.",Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
"Sean M. Snaith, Ph.D.",Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Gabriel Ehrlich,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Jason Prole,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Brian Martin,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Stephen Stanley,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Lawrence Werther,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Tani Fukui,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Anthony Metz,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Wayne Best,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Susan M. Sterne,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.7,2.5,2.4,2.3
Jeffrey Baldwin,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
"Xiaobing Shuai, Ph.D.",Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.3,2.1
Michael Feroli,Oct 08 2024,2024 Q4,CPI Inflation Rate,3.5,3.2,3.0,2.8,2.5,3.2,2.8,2.5,2.4,2.3
