Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Bill Diviney,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.5,2.4,2.4,3.0,2.6,2.5,2.4,2.3
Joel Prakken,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.9,3.7,3.5,3.3,3.2,4.0,3.4,3.1,2.9,2.8
Yinuo Zhang,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.5,2.9,2.6,2.5,2.4
Maira Trimble,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,3.0,2.9,2.7,3.2,2.8,2.5,2.3,2.2
Jan Hatzius,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.9,3.4,3.0,2.8,2.6,2.5
Brendon Ogmundson,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.4,2.8,2.5,2.4,2.4
Ryan Sweet,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.9,3.0,2.8,2.6,3.3,2.8,2.6,2.5,2.4
Scott Anderson,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.7,3.5,3.0,2.6,2.4,2.3
Sacha Gelfer,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.5,3.0,2.8,2.6,2.5
"Gary L. Ciminero, CFA",Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.7,2.5,2.3
Chris Varvares,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.4,2.8,2.5,2.4,2.3
Joel L. Naroff,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.5,2.4,3.5,2.6,2.3,2.2,2.1
Michael Roberts,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.6,3.7,2.9,2.5,2.4,2.3
"Perc Pineda, Ph.D.",Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.4,2.3,3.0,2.5,2.3,2.2,2.2
Michael R. Englund,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.7,2.5,2.3,2.3
Robert McNab,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.6,2.5,2.4,3.5,2.7,2.4,2.3,2.3
Ed Al-Hussainy,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.4,2.3,3.2,2.5,2.3,2.2,2.2
Steve Kihm,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.5,2.4,3.4,2.6,2.5,2.3,2.2
Philip Rothman,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.4,2.3,2.2,2.2,2.1,3.1,2.3,2.1,2.0,2.0
Jay Bryson,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.9,2.8,2.7,2.6,2.5,3.3,2.7,2.5,2.4,2.3
Shan Ahmed,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.6,2.5,2.4,3.1,2.7,2.5,2.3,2.2
Peter Bernstein,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.8,2.5,2.4,2.3
Jordan Vickers,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.2,2.8,2.5,2.4,2.3
Dan Roberts,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.4,2.8,2.5,2.3,2.1
Robert J. Barbera,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.7,2.5,3.6,2.9,2.6,2.4,2.3
Charles Steindel,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.5,2.6,2.4,2.3,2.3,3.2,2.5,2.4,2.3,2.3
Yaniv Konchitchki,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.2,2.8,2.6,2.4,2.3
Rajeev Dhawan,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.6,2.5,2.4,3.1,2.6,2.4,2.3,2.3
Michael Brown,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.5,2.4,2.3
Edward Sullivan,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.2,2.8,2.5,2.3,2.3
Doug Porter,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.6,2.5,2.4,2.3,2.3,3.1,2.4,2.3,2.2,2.1
Mark Zandi,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.8,2.6,2.5,3.6,2.7,2.5,2.4,2.3
Thomas Lam,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.4,2.3,2.2,3.0,2.5,2.3,2.2,2.1
William Adams,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.6,3.4,3.2,3.1,3.0,3.8,3.3,3.1,2.9,2.8
Alexander Spitz,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.5,2.4,2.6,2.5,3.0,2.5,2.4,2.3,2.3
Ralph M. Monaco,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.4,2.4,3.0,2.5,2.3,2.3,2.2
Daniil Manaenkov,Oct 19 2024,2024 Q4,CPI Inflation Rate,2.9,2.7,2.6,2.5,2.4,3.2,2.6,2.5,2.4,2.3
Lu Yu,Oct 19 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.4,2.8,2.6,2.5,2.4
