Name,Current_Date,Current_Quarter,Variable,Q0,Q1,Q2,Q3,Q4,Y0,Y1,Y2,Y3,Y4
Bill Diviney,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.3,2.9,2.6,2.5,2.4
Joel Prakken,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.5,2.9,2.5,2.4,2.3
Yinuo Zhang,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.8,2.6,2.5,2.4
Maira Trimble,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.6,2.4,2.3,3.1,2.5,2.3,2.2,2.2
Jan Hatzius,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.5,3.3,2.6,2.5,2.4,2.4
Brendon Ogmundson,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.0,2.5,2.3,2.2,2.2
Ryan Sweet,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.6,2.5,3.1,2.8,2.6,2.5,2.4
Scott Anderson,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.9,3.0,2.8,2.6,2.5
Sacha Gelfer,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.5,2.3,2.4,2.5,2.6,3.2,2.4,2.3,2.3,2.2
"Gary L. Ciminero, CFA",Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.8,3.5,3.0,2.8,2.6,2.5
Chris Varvares,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.6,3.0,2.8,2.6,2.5,2.5
Joel L. Naroff,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,3.2,3.0,2.9,2.8,3.5,3.0,2.8,2.6,2.5
Michael Roberts,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.6,2.7,2.8,2.5,2.4,3.1,2.6,2.5,2.3,2.3
"Perc Pineda, Ph.D.",Oct 15 2024,2024 Q4,CPI Inflation Rate,2.5,2.6,2.7,2.5,2.4,3.2,2.5,2.4,2.3,2.2
Michael R. Englund,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.6,2.5,3.2,2.7,2.5,2.4,2.3
Robert McNab,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.7,3.5,3.4,3.2,3.0,3.6,3.3,3.0,2.8,2.7
Ed Al-Hussainy,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,3.0,3.1,3.6,2.9,2.7,2.6,2.5
Steve Kihm,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.3,2.4,2.2,2.1,2.3,2.4,2.2,2.1,2.0,2.0
Philip Rothman,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.0,2.8,2.7,2.6,2.5,3.4,2.7,2.4,2.3,2.2
Jay Bryson,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.9,2.8,2.7,3.5,2.8,2.5,2.3,2.2
Shan Ahmed,Oct 15 2024,2024 Q4,"CPI Inflation Rate (headline, seasonally adjusted, annual rate, % points)",3.1,2.9,2.8,2.7,2.6,3.4,2.7,2.4,2.3,2.3
Peter Bernstein,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,2.9,2.7,2.5,2.4,3.5,2.8,2.5,2.3,2.2
Jordan Vickers,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.6,2.4,2.3,3.6,2.5,2.3,2.1,2.0
Dan Roberts,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.7,2.6,2.5,2.4,3.1,2.6,2.5,2.4,2.3
Robert J. Barbera,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.2,2.8,2.7,2.6,2.5
Charles Steindel,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.2,2.8,2.6,2.5,2.4
Yaniv Konchitchki,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.6,2.5,3.5,2.9,2.7,2.5,2.4
Rajeev Dhawan,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.4,3.3,3.2,3.1,3.0,3.6,3.2,3.0,2.8,2.7
Michael Brown,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,3.0,2.9,2.8,2.7,3.4,2.9,2.6,2.5,2.4
Edward Sullivan,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.4,3.2,3.1,3.0,2.9,3.5,3.1,2.8,2.6,2.5
Doug Porter,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.7,2.6,2.5,3.3,2.8,2.6,2.5,2.5
Mark Zandi,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.5,2.3,2.4,2.6,3.1,2.4,2.3,2.3,2.2
Thomas Lam,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.2,2.5,2.3,2.2,2.1
William Adams,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.7,2.6,2.5,2.4,2.3,3.1,2.5,2.4,2.3,2.2
Alexander Spitz,Oct 15 2024,2024 Q4,CPI Inflation Rate,2.8,2.6,2.5,2.4,2.3,3.1,2.5,2.4,2.3,2.2
Ralph M. Monaco,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.9,3.4,2.9,2.7,2.5,2.4
Daniil Manaenkov,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.0,2.8,2.7,2.6,3.4,2.9,2.6,2.4,2.3
Lu Yu,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,2.9,2.8,2.6,3.5,2.8,2.5,2.3,2.2
Grant Collins,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,2.8,2.6,2.5,2.4,3.6,2.7,2.5,2.4,2.3
James Glassman,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.2,3.1,3.0,2.9,2.8,3.3,3.0,2.9,2.7,2.5
Allen Sinai,Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.8,2.7,2.6,2.5,3.2,2.6,2.4,2.4,2.3
"Christine Chmura, Ph.D.",Oct 15 2024,2024 Q4,CPI Inflation Rate,4.1,3.8,3.6,3.4,3.2,4.3,3.7,3.4,3.3,3.2
"Sean M. Snaith, Ph.D.",Oct 15 2024,2024 Q4,CPI Inflation Rate,3.1,2.9,2.8,2.7,2.6,3.5,2.7,2.6,2.5,2.4
